id,linea_origen,estacion_origen,linea_destino,estacion_destino,ruta_lineas,estaciones_transbordo,num_transbordos,num_tramos_estacion,tiempo_en_tren_min,tiempo_caminata_transbordo_min,tiempo_espera_transbordo_min,espera_inicial_min,tiempo_total_estimado_min,ruta_estaciones,tipo_estimacion
1,1,Observatorio,1,Tacubaya,1,,0,1,2.37,0.0,0.0,3.0,5.37,Observatorio > Tacubaya,Estimación modelada
2,1,Observatorio,1,Juanacatlán,1,,0,2,4.74,0.0,0.0,3.0,7.74,Observatorio > Tacubaya > Juanacatlán,Estimación modelada
3,1,Observatorio,1,Chapultepec,1,,0,3,7.11,0.0,0.0,3.0,10.11,Observatorio > Tacubaya > Juanacatlán > Chapultepec,Estimación modelada
4,1,Observatorio,1,Sevilla,1,,0,4,9.47,0.0,0.0,3.0,12.47,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla,Estimación modelada
5,1,Observatorio,1,Insurgentes,1,,0,5,11.84,0.0,0.0,3.0,14.84,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes,Estimación modelada
6,1,Observatorio,1,Cuauhtémoc,1,,0,6,14.21,0.0,0.0,3.0,17.21,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc,Estimación modelada
7,1,Observatorio,1,Balderas,1,,0,7,16.58,0.0,0.0,3.0,19.58,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas,Estimación modelada
8,1,Observatorio,1,Salto del Agua,1,,0,8,18.95,0.0,0.0,3.0,21.95,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua,Estimación modelada
9,1,Observatorio,1,Isabel la Católica,1,,0,9,21.32,0.0,0.0,3.0,24.32,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica,Estimación modelada
10,1,Observatorio,1,Pino Suárez,1,,0,10,23.68,0.0,0.0,3.0,26.68,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez,Estimación modelada
11,1,Observatorio,1,Merced,1,,0,11,26.05,0.0,0.0,3.0,29.05,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced,Estimación modelada
12,1,Observatorio,1,Candelaria,1,,0,12,28.42,0.0,0.0,3.0,31.42,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria,Estimación modelada
13,1,Observatorio,1,San Lázaro,1,,0,13,30.79,0.0,0.0,3.0,33.79,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > San Lázaro,Estimación modelada
14,1,Observatorio,1,Moctezuma,1,,0,14,33.16,0.0,0.0,3.0,36.16,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > San Lázaro > Moctezuma,Estimación modelada
15,1,Observatorio,1,Balbuena,1,,0,15,35.53,0.0,0.0,3.0,38.53,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > San Lázaro > Moctezuma > Balbuena,Estimación modelada
16,1,Observatorio,1,Boulevard Puerto Aéreo,1,,0,16,37.89,0.0,0.0,3.0,40.89,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > San Lázaro > Moctezuma > Balbuena > Boulevard Puerto Aéreo,Estimación modelada
17,1,Observatorio,1,Gómez Farías,1,,0,17,40.26,0.0,0.0,3.0,43.26,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > San Lázaro > Moctezuma > Balbuena > Boulevard Puerto Aéreo > Gómez Farías,Estimación modelada
18,1,Observatorio,1,Zaragoza,1,,0,18,42.63,0.0,0.0,3.0,45.63,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > San Lázaro > Moctezuma > Balbuena > Boulevard Puerto Aéreo > Gómez Farías > Zaragoza,Estimación modelada
19,1,Observatorio,1,Pantitlán,1,,0,19,45.0,0.0,0.0,3.0,48.0,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > San Lázaro > Moctezuma > Balbuena > Boulevard Puerto Aéreo > Gómez Farías > Zaragoza > Pantitlán,Estimación modelada
20,1,Observatorio,2,Cuatro Caminos,1 > 7 > 2,Tacubaya > Tacuba,2,8,24.07,6.0,6.0,3.0,39.07,Observatorio > Tacubaya > Constituyentes > Auditorio > Polanco > San Joaquín > Tacuba > Panteones > Cuatro Caminos,Estimación modelada
21,1,Observatorio,2,Panteones,1 > 7 > 2,Tacubaya > Tacuba,2,7,21.68,6.0,6.0,3.0,36.68,Observatorio > Tacubaya > Constituyentes > Auditorio > Polanco > San Joaquín > Tacuba > Panteones,Estimación modelada
22,1,Observatorio,2,Tacuba,1 > 7 > 2,Tacubaya > Tacuba,2,6,19.29,6.0,6.0,3.0,34.29,Observatorio > Tacubaya > Constituyentes > Auditorio > Polanco > San Joaquín > Tacuba,Estimación modelada
23,1,Observatorio,2,Cuitláhuac,1 > 7 > 2,Tacubaya > Tacuba,2,7,21.68,6.0,6.0,3.0,36.68,Observatorio > Tacubaya > Constituyentes > Auditorio > Polanco > San Joaquín > Tacuba > Cuitláhuac,Estimación modelada
24,1,Observatorio,2,Popotla,1 > 7 > 2,Tacubaya > Tacuba,2,8,24.07,6.0,6.0,3.0,39.07,Observatorio > Tacubaya > Constituyentes > Auditorio > Polanco > San Joaquín > Tacuba > Cuitláhuac > Popotla,Estimación modelada
25,1,Observatorio,2,Colegio Militar,1 > 7 > 2,Tacubaya > Tacuba,2,9,26.47,6.0,6.0,3.0,41.47,Observatorio > Tacubaya > Constituyentes > Auditorio > Polanco > San Joaquín > Tacuba > Cuitláhuac > Popotla > Colegio Militar,Estimación modelada
26,1,Observatorio,2,Normal,1 > 7 > 2,Tacubaya > Tacuba,2,10,28.86,6.0,6.0,3.0,43.86,Observatorio > Tacubaya > Constituyentes > Auditorio > Polanco > San Joaquín > Tacuba > Cuitláhuac > Popotla > Colegio Militar > Normal,Estimación modelada
27,1,Observatorio,2,San Cosme,1 > 3 > 2,Balderas > Hidalgo,2,11,26.96,6.0,6.0,3.0,41.96,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Juárez > Hidalgo > Revolución > San Cosme,Estimación modelada
28,1,Observatorio,2,Revolución,1 > 3 > 2,Balderas > Hidalgo,2,10,24.57,6.0,6.0,3.0,39.57,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Juárez > Hidalgo > Revolución,Estimación modelada
29,1,Observatorio,2,Hidalgo,1 > 3 > 2,Balderas > Hidalgo,2,9,22.18,6.0,6.0,3.0,37.18,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Juárez > Hidalgo,Estimación modelada
30,1,Observatorio,2,Bellas Artes,1 > 8 > 2,Salto del Agua > Bellas Artes,2,10,24.5,6.0,6.0,3.0,39.5,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > San Juan de Letrán > Bellas Artes,Estimación modelada
31,1,Observatorio,2,Allende,1 > 2,Pino Suárez,1,12,28.47,3.0,3.0,3.0,37.47,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Zócalo/Tenochtitlan > Allende,Estimación modelada
32,1,Observatorio,2,Zócalo/Tenochtitlan,1 > 2,Pino Suárez,1,11,26.08,3.0,3.0,3.0,35.08,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Zócalo/Tenochtitlan,Estimación modelada
33,1,Observatorio,2,Pino Suárez,1 > 2,Pino Suárez,1,10,23.68,3.0,3.0,3.0,32.68,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez,Estimación modelada
34,1,Observatorio,2,San Antonio Abad,1 > 2,Pino Suárez,1,11,26.08,3.0,3.0,3.0,35.08,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > San Antonio Abad,Estimación modelada
35,1,Observatorio,2,Chabacano,1 > 9 > 2,Tacubaya > Chabacano,2,6,18.73,6.0,6.0,3.0,33.73,Observatorio > Tacubaya > Patriotismo > Chilpancingo > Centro Médico > Lázaro Cárdenas > Chabacano,Estimación modelada
36,1,Observatorio,2,Viaducto,1 > 9 > 2,Tacubaya > Chabacano,2,7,21.12,6.0,6.0,3.0,36.12,Observatorio > Tacubaya > Patriotismo > Chilpancingo > Centro Médico > Lázaro Cárdenas > Chabacano > Viaducto,Estimación modelada
37,1,Observatorio,2,Xola,1 > 9 > 2,Tacubaya > Chabacano,2,8,23.51,6.0,6.0,3.0,38.51,Observatorio > Tacubaya > Patriotismo > Chilpancingo > Centro Médico > Lázaro Cárdenas > Chabacano > Viaducto > Xola,Estimación modelada
38,1,Observatorio,2,Villa de Cortés,1 > 9 > 2,Tacubaya > Chabacano,2,9,25.91,6.0,6.0,3.0,40.91,Observatorio > Tacubaya > Patriotismo > Chilpancingo > Centro Médico > Lázaro Cárdenas > Chabacano > Viaducto > Xola > Villa de Cortés,Estimación modelada
39,1,Observatorio,2,Nativitas,1 > 9 > 2,Tacubaya > Chabacano,2,10,28.3,6.0,6.0,3.0,43.3,Observatorio > Tacubaya > Patriotismo > Chilpancingo > Centro Médico > Lázaro Cárdenas > Chabacano > Viaducto > Xola > Villa de Cortés > Nativitas,Estimación modelada
40,1,Observatorio,2,Portales,1 > 9 > 2,Tacubaya > Chabacano,2,11,30.69,6.0,6.0,3.0,45.69,Observatorio > Tacubaya > Patriotismo > Chilpancingo > Centro Médico > Lázaro Cárdenas > Chabacano > Viaducto > Xola > Villa de Cortés > Nativitas > Portales,Estimación modelada
41,1,Observatorio,2,Ermita,1 > 7 > 12 > 2,Tacubaya > Mixcoac > Ermita,3,10,25.79,9.0,9.0,3.0,46.79,Observatorio > Tacubaya > San Pedro de los Pinos > San Antonio > Mixcoac > Insurgentes Sur > Hospital 20 de Noviembre > Zapata > Parque de los Venados > Eje Central > Ermita,Estimación modelada
42,1,Observatorio,2,General Anaya,1 > 7 > 12 > 2,Tacubaya > Mixcoac > Ermita,3,11,28.18,9.0,9.0,3.0,49.18,Observatorio > Tacubaya > San Pedro de los Pinos > San Antonio > Mixcoac > Insurgentes Sur > Hospital 20 de Noviembre > Zapata > Parque de los Venados > Eje Central > Ermita > General Anaya,Estimación modelada
43,1,Observatorio,2,Tasqueña,1 > 7 > 12 > 2,Tacubaya > Mixcoac > Ermita,3,12,30.57,9.0,9.0,3.0,51.57,Observatorio > Tacubaya > San Pedro de los Pinos > San Antonio > Mixcoac > Insurgentes Sur > Hospital 20 de Noviembre > Zapata > Parque de los Venados > Eje Central > Ermita > General Anaya > Tasqueña,Estimación modelada
44,1,Observatorio,3,Indios Verdes,1 > 3,Balderas,1,15,38.98,3.0,3.0,3.0,47.98,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Juárez > Hidalgo > Guerrero > Tlatelolco > La Raza > Potrero > Deportivo 18 de Marzo > Indios Verdes,Estimación modelada
45,1,Observatorio,3,Deportivo 18 de Marzo,1 > 3,Balderas,1,14,36.18,3.0,3.0,3.0,45.18,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Juárez > Hidalgo > Guerrero > Tlatelolco > La Raza > Potrero > Deportivo 18 de Marzo,Estimación modelada
46,1,Observatorio,3,Potrero,1 > 3,Balderas,1,13,33.38,3.0,3.0,3.0,42.38,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Juárez > Hidalgo > Guerrero > Tlatelolco > La Raza > Potrero,Estimación modelada
47,1,Observatorio,3,La Raza,1 > 3,Balderas,1,12,30.58,3.0,3.0,3.0,39.58,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Juárez > Hidalgo > Guerrero > Tlatelolco > La Raza,Estimación modelada
48,1,Observatorio,3,Tlatelolco,1 > 3,Balderas,1,11,27.78,3.0,3.0,3.0,36.78,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Juárez > Hidalgo > Guerrero > Tlatelolco,Estimación modelada
49,1,Observatorio,3,Guerrero,1 > 3,Balderas,1,10,24.98,3.0,3.0,3.0,33.98,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Juárez > Hidalgo > Guerrero,Estimación modelada
50,1,Observatorio,3,Hidalgo,1 > 3,Balderas,1,9,22.18,3.0,3.0,3.0,31.18,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Juárez > Hidalgo,Estimación modelada
51,1,Observatorio,3,Juárez,1 > 3,Balderas,1,8,19.38,3.0,3.0,3.0,28.38,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Juárez,Estimación modelada
52,1,Observatorio,3,Balderas,1 > 3,Balderas,1,7,16.58,3.0,3.0,3.0,25.58,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas,Estimación modelada
53,1,Observatorio,3,Niños Héroes/Poder Judicial CDMX,1 > 3,Balderas,1,8,19.38,3.0,3.0,3.0,28.38,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Niños Héroes/Poder Judicial CDMX,Estimación modelada
54,1,Observatorio,3,Hospital General,1 > 9 > 3,Tacubaya > Centro Médico,2,5,14.99,6.0,6.0,3.0,29.99,Observatorio > Tacubaya > Patriotismo > Chilpancingo > Centro Médico > Hospital General,Estimación modelada
55,1,Observatorio,3,Centro Médico,1 > 9 > 3,Tacubaya > Centro Médico,2,4,12.19,6.0,6.0,3.0,27.19,Observatorio > Tacubaya > Patriotismo > Chilpancingo > Centro Médico,Estimación modelada
56,1,Observatorio,3,Etiopía/Plaza de la Transparencia,1 > 9 > 3,Tacubaya > Centro Médico,2,5,14.99,6.0,6.0,3.0,29.99,Observatorio > Tacubaya > Patriotismo > Chilpancingo > Centro Médico > Etiopía/Plaza de la Transparencia,Estimación modelada
57,1,Observatorio,3,Eugenia,1 > 9 > 3,Tacubaya > Centro Médico,2,6,17.79,6.0,6.0,3.0,32.79,Observatorio > Tacubaya > Patriotismo > Chilpancingo > Centro Médico > Etiopía/Plaza de la Transparencia > Eugenia,Estimación modelada
58,1,Observatorio,3,División del Norte,1 > 9 > 3,Tacubaya > Centro Médico,2,7,20.59,6.0,6.0,3.0,35.59,Observatorio > Tacubaya > Patriotismo > Chilpancingo > Centro Médico > Etiopía/Plaza de la Transparencia > Eugenia > División del Norte,Estimación modelada
59,1,Observatorio,3,Zapata,1 > 9 > 3,Tacubaya > Centro Médico,2,8,23.39,6.0,6.0,3.0,38.39,Observatorio > Tacubaya > Patriotismo > Chilpancingo > Centro Médico > Etiopía/Plaza de la Transparencia > Eugenia > División del Norte > Zapata,Estimación modelada
60,1,Observatorio,3,Coyoacán,1 > 9 > 3,Tacubaya > Centro Médico,2,9,26.19,6.0,6.0,3.0,41.19,Observatorio > Tacubaya > Patriotismo > Chilpancingo > Centro Médico > Etiopía/Plaza de la Transparencia > Eugenia > División del Norte > Zapata > Coyoacán,Estimación modelada
61,1,Observatorio,3,Viveros/Derechos Humanos,1 > 9 > 3,Tacubaya > Centro Médico,2,10,28.99,6.0,6.0,3.0,43.99,Observatorio > Tacubaya > Patriotismo > Chilpancingo > Centro Médico > Etiopía/Plaza de la Transparencia > Eugenia > División del Norte > Zapata > Coyoacán > Viveros/Derechos Humanos,Estimación modelada
62,1,Observatorio,3,Miguel Ángel de Quevedo,1 > 9 > 3,Tacubaya > Centro Médico,2,11,31.79,6.0,6.0,3.0,46.79,Observatorio > Tacubaya > Patriotismo > Chilpancingo > Centro Médico > Etiopía/Plaza de la Transparencia > Eugenia > División del Norte > Zapata > Coyoacán > Viveros/Derechos Humanos > Miguel Ángel de Quevedo,Estimación modelada
63,1,Observatorio,3,Copilco,1 > 9 > 3,Tacubaya > Centro Médico,2,12,34.59,6.0,6.0,3.0,49.59,Observatorio > Tacubaya > Patriotismo > Chilpancingo > Centro Médico > Etiopía/Plaza de la Transparencia > Eugenia > División del Norte > Zapata > Coyoacán > Viveros/Derechos Humanos > Miguel Ángel de Quevedo > Copilco,Estimación modelada
64,1,Observatorio,3,Universidad,1 > 9 > 3,Tacubaya > Centro Médico,2,13,37.39,6.0,6.0,3.0,52.39,Observatorio > Tacubaya > Patriotismo > Chilpancingo > Centro Médico > Etiopía/Plaza de la Transparencia > Eugenia > División del Norte > Zapata > Coyoacán > Viveros/Derechos Humanos > Miguel Ángel de Quevedo > Copilco > Universidad,Estimación modelada
65,1,Observatorio,4,Martín Carrera,1 > 4,Candelaria,1,18,45.09,3.0,3.0,3.0,54.09,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > Morelos > Canal del Norte > Consulado > Bondojito > Talismán > Martín Carrera,Estimación modelada
66,1,Observatorio,4,Talismán,1 > 4,Candelaria,1,17,42.31,3.0,3.0,3.0,51.31,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > Morelos > Canal del Norte > Consulado > Bondojito > Talismán,Estimación modelada
67,1,Observatorio,4,Bondojito,1 > 4,Candelaria,1,16,39.53,3.0,3.0,3.0,48.53,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > Morelos > Canal del Norte > Consulado > Bondojito,Estimación modelada
68,1,Observatorio,4,Consulado,1 > 4,Candelaria,1,15,36.75,3.0,3.0,3.0,45.75,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > Morelos > Canal del Norte > Consulado,Estimación modelada
69,1,Observatorio,4,Canal del Norte,1 > 4,Candelaria,1,14,33.98,3.0,3.0,3.0,42.98,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > Morelos > Canal del Norte,Estimación modelada
70,1,Observatorio,4,Morelos,1 > 4,Candelaria,1,13,31.2,3.0,3.0,3.0,40.2,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > Morelos,Estimación modelada
71,1,Observatorio,4,Candelaria,1 > 4,Candelaria,1,12,28.42,3.0,3.0,3.0,37.42,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria,Estimación modelada
72,1,Observatorio,4,Fray Servando,1 > 9 > 4,Tacubaya > Jamaica,2,8,24.78,6.0,6.0,3.0,39.78,Observatorio > Tacubaya > Patriotismo > Chilpancingo > Centro Médico > Lázaro Cárdenas > Chabacano > Jamaica > Fray Servando,Estimación modelada
73,1,Observatorio,4,Jamaica,1 > 9 > 4,Tacubaya > Jamaica,2,7,22.0,6.0,6.0,3.0,37.0,Observatorio > Tacubaya > Patriotismo > Chilpancingo > Centro Médico > Lázaro Cárdenas > Chabacano > Jamaica,Estimación modelada
74,1,Observatorio,4,Santa Anita,1 > 9 > 4,Tacubaya > Jamaica,2,8,24.78,6.0,6.0,3.0,39.78,Observatorio > Tacubaya > Patriotismo > Chilpancingo > Centro Médico > Lázaro Cárdenas > Chabacano > Jamaica > Santa Anita,Estimación modelada
75,1,Observatorio,5,Pantitlán,1 > 9 > 5,Tacubaya > Pantitlán,2,12,38.37,6.0,6.0,3.0,53.37,Observatorio > Tacubaya > Patriotismo > Chilpancingo > Centro Médico > Lázaro Cárdenas > Chabacano > Jamaica > Mixiuhca > Velódromo > Ciudad Deportiva > Puebla > Pantitlán,Estimación modelada
76,1,Observatorio,5,Hangares,1 > 9 > 5,Tacubaya > Pantitlán,2,13,41.29,6.0,6.0,3.0,56.29,Observatorio > Tacubaya > Patriotismo > Chilpancingo > Centro Médico > Lázaro Cárdenas > Chabacano > Jamaica > Mixiuhca > Velódromo > Ciudad Deportiva > Puebla > Pantitlán > Hangares,Estimación modelada
77,1,Observatorio,5,Terminal Aérea,1 > B > 5,San Lázaro > Oceanía,2,17,39.86,6.0,6.0,3.0,54.86,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > San Lázaro > Ricardo Flores Magón > Romero Rubio > Oceanía > Terminal Aérea,Estimación modelada
78,1,Observatorio,5,Oceanía,1 > B > 5,San Lázaro > Oceanía,2,16,36.94,6.0,6.0,3.0,51.94,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > San Lázaro > Ricardo Flores Magón > Romero Rubio > Oceanía,Estimación modelada
79,1,Observatorio,5,Aragón,1 > B > 5,San Lázaro > Oceanía,2,17,39.86,6.0,6.0,3.0,54.86,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > San Lázaro > Ricardo Flores Magón > Romero Rubio > Oceanía > Aragón,Estimación modelada
80,1,Observatorio,5,Eduardo Molina,1 > 4 > 5,Candelaria > Consulado,2,16,39.67,6.0,6.0,3.0,54.67,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > Morelos > Canal del Norte > Consulado > Eduardo Molina,Estimación modelada
81,1,Observatorio,5,Consulado,1 > 4 > 5,Candelaria > Consulado,2,15,36.75,6.0,6.0,3.0,51.75,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > Morelos > Canal del Norte > Consulado,Estimación modelada
82,1,Observatorio,5,Valle Gómez,1 > 3 > 5,Balderas > La Raza,2,14,36.41,6.0,6.0,3.0,51.41,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Juárez > Hidalgo > Guerrero > Tlatelolco > La Raza > Misterios > Valle Gómez,Estimación modelada
83,1,Observatorio,5,Misterios,1 > 3 > 5,Balderas > La Raza,2,13,33.5,6.0,6.0,3.0,48.5,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Juárez > Hidalgo > Guerrero > Tlatelolco > La Raza > Misterios,Estimación modelada
84,1,Observatorio,5,La Raza,1 > 3 > 5,Balderas > La Raza,2,12,30.58,6.0,6.0,3.0,45.58,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Juárez > Hidalgo > Guerrero > Tlatelolco > La Raza,Estimación modelada
85,1,Observatorio,5,Autobuses del Norte,1 > 3 > 5,Balderas > La Raza,2,13,33.5,6.0,6.0,3.0,48.5,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Juárez > Hidalgo > Guerrero > Tlatelolco > La Raza > Autobuses del Norte,Estimación modelada
86,1,Observatorio,5,Instituto del Petróleo,1 > 3 > 5,Balderas > La Raza,2,14,36.41,6.0,6.0,3.0,51.41,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Juárez > Hidalgo > Guerrero > Tlatelolco > La Raza > Autobuses del Norte > Instituto del Petróleo,Estimación modelada
87,1,Observatorio,5,Politécnico,1 > 3 > 5,Balderas > La Raza,2,15,39.33,6.0,6.0,3.0,54.33,Observatorio > Tacubaya > Juanacatlán > Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Juárez > Hidalgo > Guerrero > Tlatelolco > La Raza > Autobuses del Norte > Instituto del Petróleo > Politécnico,Estimación modelada
88,1,Observatorio,6,El Rosario,1 > 7 > 6,Tacubaya > El Rosario,2,10,32.83,6.0,6.0,3.0,47.83,Observatorio > Tacubaya > Constituyentes > Auditorio > Polanco > San Joaquín > Tacuba > Refinería > Camarones > Aquiles Serdán > El Rosario,Estimación modelada
89,1,Observatorio,6,Tezozómoc,1 > 7 > 6,Tacubaya > El Rosario,2,11,36.03,6.0,6.0,3.0,51.03,Observatorio > Tacubaya > Constituyentes > Auditorio > Polanco > San Joaquín > Tacuba > Refinería > Camarones > Aquiles Serdán > El Rosario > Tezozómoc,Estimación modelada
90,1,Observatorio,6,UAM Azcapotzalco,1 > 7 > 6,Tacubaya > El Rosario,2,12,39.23,6.0,6.0,3.0,54.23,Observatorio > Tacubaya > Constituyentes > Auditorio > Polanco > San Joaquín > Tacuba > Refinería > Camarones > Aquiles Serdán > El Rosario > Tezozómoc > UAM Azcapotzalco,Estimación modelada
91,1,Observatorio,6,Ferrería/Arena Ciudad de México,1 > 7 > 6,Tacubaya > El Rosario,2,13,42.43,6.0,6.0,3.0,57.43,Observatorio > Tacubaya > Constituyentes > Auditorio > Polanco > San Joaquín > Tacuba > Refinería > Camarones > Aquiles Serdán > El Rosario > Tezozómoc > UAM Azcapotzalco > Ferrería/Arena Ciudad de México,Estimación modelada
